,entryID,travelerNames,gender,dates,events,origin,travels,birthDate,deathDate,occ_events,edu_events
849,2951.0,"Sir Henry, 4th Bt. Liddell",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
851,2956.0,"Henry Fiennes Clinton, 9th Earl of Lincoln",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
852,2957.0,"Henry Fiennes Pelham-Clinton, Lord Lincoln",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
860,2985.0,Dr Philip Lloyd,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
866,3013.0,Charles Long,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,2
868,3015.0,"Sir James, 7th Bt. Long",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
872,3022.0,Charles Loraine Smith,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
887,3065.0,Henry Lyte,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,1
888,3066.0,George Lyttelton,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
890,3068.0,Sir Richard Lyttelton,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,1
891,3069.0,Hon. Thomas Lyttelton,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
892,3076.0,"George Macartney, Baron Macartney",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,12,2
894,3100.0,Hon. James Stuart Mackenzie,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
897,3110.0,John Mackye,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
901,3152.0,"James Harris, 1st Baron Malmesbury",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,12,3
902,3155.0,"Charles Watson-Wentworth, Earl of Malton",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
909,3169.0,Horace Mann,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,5,1
910,3170.0,Sir Horatio Mann,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,2
913,3175.0,Hon. Robert Manners,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
919,3190.0,Nathaniel Marchant,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
921,3194.0,"George Spencer, 4th Duke of Marlborough",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
925,3215.0,Dr Thomas Martyn,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,5,1
940,3299.0,Fr. William Meynell,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
943,3310.0,Conyers Middleton,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
945,3319.0,William Mildmay,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
948,3333.0,Jeremiah Milles,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
951,3356.0,Andrew Mitchell,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,4
952,3361.0,John Mitford,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
961,3390.0,Edward Wortley Montagu,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,4
962,3391.0,Edward Wortley Montagu,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
968,3413.0,Dr John Moore,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,3
969,3414.0,Rev. John Moore,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
972,3424.0,Jacob More,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
974,3429.0,Dr John Morgan,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
977,3434.0,"Sir William, 3rd Bt. Morice",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
978,3440.0,"Richard Wellesley, 2nd Earl of Mornington",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,6,3
980,3442.0,"George Howard, Viscount Morpeth",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,2
984,3452.0,John Bacon Sawrey Morritt,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
987,3472.0,"John Stuart, Viscount Mountstuart",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,5,2
995,3493.0,"Gen. Sir James, 7th Bt. Murray",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1009,3548.0,"Thomas Wynn, 1st Baron Newborough",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1014,3561.0,Henry Newton,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,2
1017,3567.0,Rev. Norton Nicholls,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1024,3586.0,Joseph Nollekens,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1025,3593.0,Hon. Brownlow North,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,5,1
1028,3596.0,"Frederick North, Lord North",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
1029,3597.0,Hon. Frederick North,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,2
1032,3603.0,"Charles Compton, 7th Earl of Northampton",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1033,3604.0,James Northcote,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1034,3605.0,"Robert Henley, 2nd Earl of Northington",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
1036,3614.0,G.F. Nott,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
1046,3647.0,James Edward Oglethorpe,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
1051,3668.0,Thomas Orde,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,3
1061,3700.0,John Owen,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,2
1063,3708.0,James Paine,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1064,3711.0,Rev. William Palgrave,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
1070,3741.0,Dr John Parkinson,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1075,3770.0,John Patteson,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
1083,3795.0,Lord John Pelham Clinton,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1091,3813.0,"Sir John, 5th Bt. Perceval",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,2
1093,3815.0,Lord Algernon Percy,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1098,3835.0,Matthew William Peters,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,5,3
1101,3849.0,"Sir Erasmus, 5th Bt. Philipps",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1110,3886.0,George Pitt,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
1112,3889.0,Thomas Pitt,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1119,3911.0,George Pocock,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
1122,3919.0,"Thomas Fermor, 1st Earl of Pomfret",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1124,3925.0,William Brabazon Ponsonby,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1127,3938.0,"William Bentinck, 2nd Duke of Portland",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1147,4003.0,"George Henry Lee, Viscount Quarendon",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1155,4029.0,John Ramsay,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1156,4036.0,"Francis Rawdon, Lord Rawdon",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,2
1165,4070.0,"William Godolphin, Viscount Rialton",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1173,4094.0,Stephen Riou,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,1
1175,4101.0,George Robertson,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1176,4111.0,Thomas Robinson,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
1177,4113.0,Hon. Thomas Robinson,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,2
1179,4126.0,"William Henry Nassau De Zuylestein, 4th Earl of Rochford",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,1
1180,4138.0,Rev. Edward Rolle,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1185,4161.0,"Sir John, 6th Bt. Rous",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1187,4166.0,"John Ker, 3rd Duke of Roxburghe",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1191,4172.0,Alexander Runciman,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1193,4176.0,John Rushout,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,3
1195,4182.0,Dr Patrick Russell,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1211,4233.0,"Sir Thomas, 2nd Bt. Samwell",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1212,4238.0,"John Montagu, 4th Earl of Sandwich",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,2
1214,4242.0,Rev. William Sandys,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,3
1215,4246.0,Dr John Savage,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1218,4272.0,Thomas Scrope,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1223,4295.0,Thomas Seward,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
1225,4300.0,Sir John Shadwell,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,3
1226,4301.0,"Anthony Ashley Cooper, 3rd Earl of Shaftesbury",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1233,4322.0,"William Petty, 2nd Earl of Shelburne",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
1261,4415.0,James Edward Smith,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1265,4432.0,"Sir Hugh, 4th Bt. Smithson",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
1266,4435.0,Arthur Smyth,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,5,3
1271,4454.0,Rev. William Somerville,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
1276,4472.0,Lord Charles Spencer,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
1277,4473.0,"George John Spencer, 2nd Earl Spencer",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,2
1279,4477.0,Lord Robert Spencer,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,2
1283,4497.0,Philip Stanhope,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,1
1289,4509.0,John Staples,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,2,1
1292,4528.0,Rev. Laurence Sterne,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,1
1299,4559.0,Benjamin Stillingfleet,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,1
1300,4562.0,Rev. Percival Stockdale,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,3,1
1304,4571.0,"David Murray, 7th Viscount Stormont",Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,4,2
1306,4584.0,John Strange,Male,birth & death dates,occupation & education data,from original Dictionary,6-25 visits,1,1,1,2
